m	184	1272	10	10	0	0	60s	100	1	8055
m	202	1328	10	10	0	0	60s	100	1	8054
m	293	1334	10	10	0	0	60s	100	1	8054
m	334	1266	10	10	0	0	60s	100	1	8055
m	340	1168	10	10	0	0	60s	100	1	8055
m	330	1100	10	10	0	0	60s	100	1	8054
m	352	1067	10	10	0	0	60s	100	1	8055
m	387	1067	10	10	0	0	60s	100	1	8055
m	385	1127	10	10	0	0	60s	100	1	8055
m	350	1180	10	10	0	0	60s	100	1	8054
m	330	1275	10	10	0	0	60s	100	1	8054
m	269	1352	10	10	0	0	60s	100	1	8054
m	208	1352	10	10	0	0	60s	100	1	8055
m	208	1376	10	10	0	0	60s	100	1	8054
m	113	1391	10	10	0	0	60s	100	1	8055
m	206	1284	10	10	0	0	60s	100	1	8054
m	154	1210	10	10	0	0	60s	100	1	8055
m	121	1228	10	10	0	0	60s	100	1	8055
m	111	1239	10	10	0	0	60s	100	1	8055
m	158	1153	10	10	0	0	60s	100	1	8054
m	142	1059	10	10	0	0	60s	100	1	8055
m	212	1041	10	10	0	0	60s	100	1	8055
m	239	943	10	10	0	0	60s	100	1	8055
m	300	1020	10	10	0	0	60s	100	1	8055
m	243	996	10	10	0	0	60s	100	1	8055
m	160	910	10	10	0	0	60s	100	1	8054
m	132	848	10	10	0	0	60s	100	1	8055
m	142	801	10	10	0	0	60s	100	1	8055
m	176	866	10	10	0	0	60s	100	1	8054
m	253	893	10	10	0	0	60s	100	1	8055
m	259	821	10	10	0	0	60s	100	1	8055
m	217	768	10	10	0	0	60s	100	1	8055
m	219	718	10	10	0	0	60s	100	1	8055
m	263	744	10	10	0	0	60s	100	1	8054
m	285	792	10	10	0	0	60s	100	1	8055
m	332	812	10	10	0	0	60s	100	1	8054
m	348	821	10	10	0	0	60s	100	1	8054
m	350	836	10	10	0	0	60s	100	1	8055
m	231	691	10	10	0	0	60s	100	1	8054
m	156	709	10	10	0	0	60s	100	1	8055
m	152	611	10	10	0	0	60s	100	1	8054
m	127	528	10	10	0	0	60s	100	1	8055
m	117	469	10	10	0	0	60s	100	1	8054
m	186	451	10	10	0	0	60s	100	1	8055
m	204	507	10	10	0	0	60s	100	1	8055
m	221	540	10	10	0	0	60s	100	1	8054
m	285	489	10	10	0	0	60s	100	1	8055
m	330	537	10	10	0	0	60s	100	1	8054
m	322	581	10	10	0	0	60s	100	1	8055
m	314	614	10	10	0	0	60s	100	1	8055
m	281	534	10	10	0	0	60s	100	1	8055
m	237	507	10	10	0	0	60s	100	1	8055
m	295	433	10	10	0	0	60s	100	1	8055
m	279	415	10	10	0	0	60s	100	1	8055
m	235	427	10	10	0	0	60s	100	1	8055
m	237	335	10	10	0	0	60s	100	1	8055
m	208	291	10	10	0	0	60s	100	1	8054
m	127	211	10	10	0	0	60s	100	1	8055
m	113	166	10	10	0	0	60s	100	1	8054
m	148	62	10	10	0	0	60s	100	1	8055
m	219	77	10	10	0	0	60s	100	1	8054
m	235	136	10	10	0	0	60s	100	1	8055
m	204	213	10	10	0	0	60s	100	1	8054
m	174	246	10	10	0	0	60s	100	1	8055
m	140	258	10	10	0	0	60s	100	1	8055
m	144	234	10	10	0	0	60s	100	1	8054
m	170	279	10	10	0	0	60s	100	1	8055
m	385	243	10	10	0	0	60s	100	1	8055
m	368	139	10	10	0	0	60s	100	1	8054
m	273	119	10	10	0	0	60s	100	1	8055
m	366	148	10	10	0	0	60s	100	1	8055
m	384	169	10	10	0	0	60s	100	1	8055
m	370	252	10	10	0	0	60s	100	1	8054
m	304	294	10	10	0	0	60s	100	1	8054
m	330	347	10	10	0	0	60s	100	1	8055
m	366	332	10	10	0	0	60s	100	1	8054
m	350	391	10	10	0	0	60s	100	1	8054
m	338	394	10	10	0	0	60s	100	1	8055
m	393	347	10	10	0	0	60s	100	1	8055
m	409	332	10	10	0	0	60s	100	1	8054
m	409	403	10	10	0	0	60s	100	1	8055
m	405	240	10	10	0	0	60s	100	1	8055
m	443	142	10	10	0	0	60s	100	1	8054
m	494	151	10	10	0	0	60s	100	1	8054
m	506	205	10	10	0	0	60s	100	1	8055
m	443	255	10	10	0	0	60s	100	1	8054
m	512	237	10	10	0	0	60s	100	1	8055
m	581	157	10	10	0	0	60s	100	1	8054
m	611	116	10	10	0	0	60s	100	1	8055
m	599	208	10	10	0	0	60s	100	1	8054
m	678	237	10	10	0	0	60s	100	1	8055
m	737	249	10	10	0	0	60s	100	1	8054
m	785	264	10	10	0	0	60s	100	1	8055
m	824	285	10	10	0	0	60s	100	1	8055
m	854	332	10	10	0	0	60s	100	1	8054
m	710	101	10	10	0	0	60s	100	1	8055
m	785	95	10	10	0	0	60s	100	1	8054
m	854	122	10	10	0	0	60s	100	1	8055
m	905	151	10	10	0	0	60s	100	1	8055
m	925	181	10	10	0	0	60s	100	1	8055
m	882	77	10	10	0	0	60s	100	1	8054
m	876	178	10	10	0	0	60s	100	1	8055
m	927	208	10	10	0	0	60s	100	1	8054
m	925	267	10	10	0	0	60s	100	1	8055
m	921	347	10	10	0	0	60s	100	1	8055
m	876	412	10	10	0	0	60s	100	1	8054
m	824	400	10	10	0	0	60s	100	1	8055
m	751	377	10	10	0	0	60s	100	1	8055
m	714	377	10	10	0	0	60s	100	1	8055
m	688	483	10	10	0	0	60s	100	1	8054
m	688	513	10	10	0	0	60s	100	1	8055
m	724	575	10	10	0	0	60s	100	1	8054
m	735	587	10	10	0	0	60s	100	1	8055
m	720	638	10	10	0	0	60s	100	1	8054
m	704	688	10	10	0	0	60s	100	1	8055
m	737	789	10	10	0	0	60s	100	1	8055
m	775	810	10	10	0	0	60s	100	1	8054
m	838	780	10	10	0	0	60s	100	1	8055
m	862	783	10	10	0	0	60s	100	1	8054
m	882	810	10	10	0	0	60s	100	1	8055
m	896	664	10	10	0	0	60s	100	1	8055
m	929	566	10	10	0	0	60s	100	1	8054
m	890	495	10	10	0	0	60s	100	1	8055
m	848	451	10	10	0	0	60s	100	1	8055
m	897	353	10	10	0	0	60s	100	1	8055
m	915	350	10	10	0	0	60s	100	1	8054
m	931	219	10	10	0	0	60s	100	1	8055
