ga	1159	534	3	3	0	0	30s	100	1	6304
ga	1127	486	3	3	0	0	30s	100	1	6301
ga	1204	494	3	3	0	0	30s	100	1	6304
ga	1195	531	3	3	0	0	30s	100	1	6301
ga	1106	509	3	3	0	0	30s	100	1	6304
ga	1038	483	3	3	0	0	30s	100	1	6304
ga	1118	451	3	3	0	0	30s	100	1	6301
ga	1198	480	3	3	0	0	30s	100	1	6302
ga	1213	512	3	3	0	0	30s	100	1	6304
ga	1076	482	3	3	0	0	30s	100	1	6304
ga	1100	463	3	3	0	0	30s	100	1	6304
ga	1067	471	3	3	0	0	30s	100	1	6304
ga	1050	464	3	3	0	0	30s	100	1	6301
ga	1076	445	3	3	0	0	30s	100	1	6304
ga	1198	471	3	3	0	0	30s	100	1	6301
ga	1177	503	3	3	0	0	30s	100	1	6304
ga	1026	473	3	3	0	0	30s	100	1	6304
ga	1023	439	3	3	0	0	30s	100	1	6302
ga	1165	442	3	3	0	0	30s	100	1	6301
ga	1216	485	3	3	0	0	30s	100	1	6304
ga	1207	498	3	3	0	0	30s	100	1	6304
ga	1005	411	3	3	0	0	30s	100	1	6302
ga	1162	443	3	3	0	0	30s	100	1	6304
ga	1201	458	3	3	0	0	30s	100	1	6304
ga	1091	423	3	3	0	0	30s	100	1	6304
ga	1210	460	3	3	0	0	30s	100	1	6304
ga	1239	495	3	3	0	0	30s	100	1	6304
ga	1231	509	3	3	0	0	30s	100	1	6304
ga	1171	417	3	3	0	0	30s	100	1	6304
ga	1198	449	3	3	0	0	30s	100	1	6304
ga	1216	469	3	3	0	0	30s	100	1	6304
ga	1222	514	3	3	0	0	30s	100	1	6304
ga	1118	531	3	3	0	0	30s	100	1	6304
ga	1112	599	3	3	0	0	30s	100	1	6302
ga	1094	633	3	3	0	0	30s	100	1	6304
ga	1106	596	3	3	0	0	30s	100	1	6304
ga	1124	645	3	3	0	0	30s	100	1	6302
ga	1192	574	3	3	0	0	30s	100	1	6304
ga	1145	563	3	3	0	0	30s	100	1	6301
ga	1148	566	3	3	0	0	30s	100	1	6304
ga	1153	583	3	3	0	0	30s	100	1	6302
ga	1088	556	3	3	0	0	30s	100	1	6301
ga	1124	612	3	3	0	0	30s	100	1	6304
ga	1017	657	3	3	0	0	30s	100	1	6304
ga	893	657	3	3	0	0	30s	100	1	6304
ga	907	646	3	3	0	0	30s	100	1	6304
ga	967	657	3	3	0	0	30s	100	1	6301
ga	890	621	3	3	0	0	30s	100	1	6304
ga	943	635	3	3	0	0	30s	100	1	6304
ga	804	639	3	3	0	0	30s	100	1	6304
ga	798	666	3	3	0	0	30s	100	1	6304
